filmid	moziid	datum	nezoszam	bevetel
2	10	1999.06.26	70	29270
6	11	1999.06.26	171	40172
32	12	1999.06.26	220	94360
29	13	1999.06.26	99	40986
26	14	1999.06.26	71	21035
9	15	1999.06.26	165	64550
24	16	1999.06.26	89	21370
41	17	1999.06.26	87	22258
9	18	1999.06.26	107	33898
5	19	1999.06.26	78	16836
7	20	1999.06.26	56	26572
15	21	1999.06.26	177	73670
43	22	1999.06.26	187	63145
2	23	1999.06.26	144	35148
35	24	1999.06.26	63	20293
18	25	1999.06.26	227	106674
14	26	1999.06.26	96	36512
15	27	1999.06.26	112	41628
14	28	1999.06.26	153	55321
34	29	1999.06.26	106	33418
19	30	1999.06.26	58	27758
12	31	1999.06.26	77	35597
9	32	1999.06.26	163	73939
6	33	1999.06.26	79	38362
20	34	1999.06.26	116	39592
37	35	1999.06.26	111	47675
12	36	1999.06.26	63	24669
17	37	1999.06.26	138	46740
21	1	1999.06.27	198	54652
30	2	1999.06.27	97	40391
31	3	1999.06.27	272	89760
8	4	1999.06.27	108	45588
20	5	1999.06.27	63	31325
30	6	1999.06.27	132	29916
21	7	1999.06.27	165	64100
37	8	1999.06.27	188	49052
33	9	1999.06.27	80	25440
15	10	1999.06.27	57	27446
28	11	1999.06.27	75	36700
39	12	1999.06.27	148	44012
13	13	1999.06.27	72	26136
6	14	1999.06.27	96	29668
16	15	1999.06.27	220	77920
12	16	1999.06.27	107	53865
40	17	1999.06.27	79	21429
39	18	1999.06.27	98	36090
43	19	1999.06.27	168	65344
43	20	1999.06.27	140	36460
29	21	1999.06.27	46	17094
11	22	1999.06.27	143	70599
41	23	1999.06.27	81	22518
2	24	1999.06.27	102	24072
20	25	1999.06.27	218	97874
39	26	1999.06.27	148	58480
29	27	1999.06.27	53	18172
29	28	1999.06.27	144	68412
18	29	1999.06.27	76	21884
37	30	1999.06.27	70	25710
31	31	1999.06.27	56	26104
8	32	1999.06.27	180	83240
33	33	1999.06.27	63	17954
5	34	1999.06.27	57	25396
6	35	1999.06.27	273	133724
42	36	1999.06.27	35	12335
16	37	1999.06.27	168	37184
37	1	1999.06.28	150	42500
20	2	1999.06.28	150	31650
3	3	1999.06.28	260	77580
41	4	1999.06.28	147	40896
32	5	1999.06.28	178	64758
6	6	1999.06.28	83	24989
20	7	1999.06.28	149	62243
32	8	1999.06.28	50	11650
32	9	1999.06.28	148	56456
19	10	1999.06.28	156	54320
7	11	1999.06.28	177	73185
32	12	1999.06.28	204	80272
20	13	1999.06.28	176	82040
4	14	1999.06.28	96	38112
39	15	1999.06.28	187	62758
3	16	1999.06.28	76	28736
32	17	1999.06.28	94	22156
30	18	1999.06.28	113	27859
10	19	1999.06.28	110	43990
28	20	1999.06.28	88	41480
5	21	1999.06.28	209	88117
14	22	1999.06.28	54	12648
39	23	1999.06.28	114	49562
20	24	1999.06.28	118	38214
26	25	1999.06.28	78	37448
30	26	1999.06.28	144	64240
5	27	1999.06.28	43	14988
19	28	1999.06.28	102	40880
31	29	1999.06.28	115	47305
4	30	1999.06.28	24	11928
4	31	1999.06.28	137	55074
32	32	1999.06.28	109	45535
15	33	1999.06.28	56	14420
10	34	1999.06.28	124	30628
18	35	1999.06.28	147	37691
11	36	1999.06.28	41	19207
31	37	1999.06.28	42	14370
9	1	1999.06.29	144	35128
27	2	1999.06.29	155	46725
36	3	1999.06.29	124	27192
2	4	1999.06.29	102	45070
44	5	1999.06.29	151	68597
36	6	1999.06.29	105	42395
1	7	1999.06.29	70	30290
26	8	1999.06.29	192	66204
42	9	1999.06.29	91	29628
31	10	1999.06.29	133	31255
19	11	1999.06.29	84	34512
39	12	1999.06.29	285	90405
22	13	1999.06.29	151	40215
33	14	1999.06.29	186	71966
44	15	1999.06.29	86	33008
27	16	1999.06.29	117	36315
18	17	1999.06.29	43	10146
26	18	1999.06.29	108	48096
30	19	1999.06.29	157	52524
37	20	1999.06.29	42	15894
14	21	1999.06.29	46	22902
5	22	1999.06.29	104	39780
2	23	1999.06.29	78	18774
33	24	1999.06.29	86	33564
29	25	1999.06.29	128	59712
5	26	1999.06.29	55	26975
15	27	1999.06.29	110	52000
4	28	1999.06.29	297	141784
19	29	1999.06.29	66	30700
26	30	1999.06.29	85	27085
19	31	1999.06.29	92	40736
31	32	1999.06.29	65	26885
26	33	1999.06.29	61	24080
30	34	1999.06.29	104	48548
26	35	1999.06.29	153	69797
22	36	1999.06.29	62	26338
30	37	1999.06.29	52	14272
44	1	1999.06.30	137	43685
9	2	1999.06.30	177	53184
25	3	1999.06.30	196	56260
25	4	1999.06.30	127	40254
29	5	1999.06.30	180	65160
43	6	1999.06.30	89	37501
2	7	1999.06.30	84	24612
16	8	1999.06.30	164	50284
8	9	1999.06.30	166	82306
8	10	1999.06.30	178	87242
33	11	1999.06.30	72	28796
14	12	1999.06.30	71	29736
34	13	1999.06.30	46	14866
31	14	1999.06.30	96	26120
7	15	1999.06.30	52	20428
33	16	1999.06.30	46	19116
44	17	1999.06.30	93	19351
12	18	1999.06.30	110	29760
44	19	1999.06.30	78	29458
6	20	1999.06.30	155	72790
4	21	1999.06.30	211	83945
42	22	1999.06.30	158	67644
7	23	1999.06.30	121	42387
38	24	1999.06.30	167	56076
34	25	1999.06.30	80	19600
32	26	1999.06.30	144	53340
1	27	1999.06.30	70	19120
43	28	1999.06.30	66	29574
16	29	1999.06.30	68	30284
34	30	1999.06.30	30	11900
3	31	1999.06.30	65	23785
25	32	1999.06.30	159	76443
36	33	1999.06.30	85	34190
28	34	1999.06.30	110	33420
33	35	1999.06.30	234	70866
15	36	1999.06.30	68	32612
1	37	1999.06.30	54	14244
31	1	1999.07.01	67	18484
25	2	1999.07.01	247	69178
40	3	1999.07.01	169	51762
15	4	1999.07.01	78	37358
6	5	1999.07.01	66	19008
27	6	1999.07.01	49	15586
14	7	1999.07.01	77	35296
19	8	1999.07.01	72	30760
32	9	1999.07.01	115	33960
44	10	1999.07.01	93	44668
17	11	1999.07.01	204	101372
20	12	1999.07.01	136	58204
17	13	1999.07.01	66	31526
25	14	1999.07.01	63	17117
23	15	1999.07.01	230	82640
32	16	1999.07.01	189	70152
8	17	1999.07.01	93	22262
29	18	1999.07.01	50	15850
40	19	1999.07.01	164	53068
40	20	1999.07.01	100	36400
28	21	1999.07.01	207	50401
19	22	1999.07.01	91	35361
37	23	1999.07.01	111	55645
31	24	1999.07.01	88	39080
1	25	1999.07.01	135	66170
31	26	1999.07.01	82	36670
35	27	1999.07.01	120	55920
18	28	1999.07.01	252	68488
6	29	1999.07.01	41	18925
5	30	1999.07.01	58	20404
5	31	1999.07.01	102	24874
5	32	1999.07.01	67	25052
12	33	1999.07.01	74	27696
7	34	1999.07.01	113	46152
38	35	1999.07.01	117	44473
16	36	1999.07.01	60	27160
23	37	1999.07.01	195	58915
30	1	1999.07.02	272	119104
3	2	1999.07.02	207	43728
6	3	1999.07.02	287	107103
31	4	1999.07.02	111	24809
21	5	1999.07.02	182	84738
2	6	1999.07.02	67	17913
43	7	1999.07.02	178	37146
1	8	1999.07.02	180	67560
6	9	1999.07.02	171	44560
20	10	1999.07.02	104	41432
7	11	1999.07.02	111	27196
16	12	1999.07.02	213	56667
6	13	1999.07.02	52	20832
11	14	1999.07.02	109	45518
6	15	1999.07.02	232	58400
6	16	1999.07.02	113	55979
9	17	1999.07.02	141	52206
38	18	1999.07.02	68	26284
43	19	1999.07.02	140	57800
44	20	1999.07.02	86	20610
9	21	1999.07.02	213	81779
40	22	1999.07.02	59	14193
18	23	1999.07.02	66	19974
28	24	1999.07.02	154	70246
44	25	1999.07.02	186	81008
7	26	1999.07.02	40	11560
36	27	1999.07.02	126	52404
32	28	1999.07.02	141	49699
15	29	1999.07.02	81	17081
24	30	1999.07.02	87	29540
12	31	1999.07.02	40	14460
25	32	1999.07.02	151	67993
4	33	1999.07.02	33	12119
22	34	1999.07.02	139	63850
36	35	1999.07.02	90	24120
3	36	1999.07.02	137	52749
13	37	1999.07.02	98	35682
34	1	1999.07.03	105	50950
5	2	1999.07.03	110	43590
28	3	1999.07.03	254	97050
17	4	1999.07.03	129	34011
13	5	1999.07.03	184	46596
25	6	1999.07.03	76	23176
6	7	1999.07.03	129	53132
41	8	1999.07.03	100	40300
12	9	1999.07.03	52	19100
21	10	1999.07.03	75	37650
36	11	1999.07.03	150	55200
40	12	1999.07.03	195	81835
10	13	1999.07.03	115	28900
10	14	1999.07.03	165	67485
34	15	1999.07.03	156	53820
28	16	1999.07.03	163	71012
6	17	1999.07.03	136	65580
2	18	1999.07.03	66	30470
29	19	1999.07.03	138	65694
12	20	1999.07.03	151	37589
24	21	1999.07.03	216	70700
12	22	1999.07.03	91	41122
10	23	1999.07.03	100	26100
23	24	1999.07.03	82	22430
19	25	1999.07.03	115	37105
28	26	1999.07.03	99	45346
37	27	1999.07.03	40	18980
33	28	1999.07.03	144	35660
39	29	1999.07.03	66	32080
12	30	1999.07.03	61	26793
23	31	1999.07.03	71	17004
38	32	1999.07.03	134	34570
24	33	1999.07.03	60	22420
18	34	1999.07.03	75	28650
37	35	1999.07.03	294	98702
11	36	1999.07.03	58	25656
25	37	1999.07.03	195	73625
22	1	1999.07.04	150	38800
10	2	1999.07.04	187	43601
14	3	1999.07.04	230	65610
32	4	1999.07.04	91	30366
15	5	1999.07.04	198	53572
14	6	1999.07.04	56	23508
5	7	1999.07.04	174	73806
26	8	1999.07.04	60	14080
9	9	1999.07.04	124	55120
12	10	1999.07.04	79	19376
42	11	1999.07.04	153	55450
41	12	1999.07.04	266	75848
27	13	1999.07.04	118	36962
19	14	1999.07.04	79	24031
17	15	1999.07.04	129	29367
28	16	1999.07.04	171	47870
13	17	1999.07.04	118	53974
12	18	1999.07.04	60	28560
16	19	1999.07.04	38	14986
8	20	1999.07.04	172	81752
27	21	1999.07.04	124	48684
21	22	1999.07.04	137	64816
10	23	1999.07.04	57	24356
23	24	1999.07.04	66	24232
5	25	1999.07.04	138	40478
35	26	1999.07.04	100	44900
33	27	1999.07.04	99	39413
5	28	1999.07.04	156	75168
29	29	1999.07.04	83	18296
40	30	1999.07.04	104	51352
1	31	1999.07.04	95	46195
44	32	1999.07.04	184	50176
22	33	1999.07.04	57	17617
7	34	1999.07.04	36	15424
16	35	1999.07.04	171	40969
8	36	1999.07.04	145	49065
8	37	1999.07.04	63	17132
14	1	1999.07.05	307	152579
40	2	1999.07.05	165	49285
20	3	1999.07.05	69	30128
21	4	1999.07.05	88	25416
33	5	1999.07.05	215	104790
12	6	1999.07.05	134	58824
20	7	1999.07.05	72	32836
38	8	1999.07.05	138	42334
25	9	1999.07.05	110	49320
24	10	1999.07.05	135	40660
11	11	1999.07.05	252	57960
11	12	1999.07.05	133	51441
43	13	1999.07.05	144	71912
8	14	1999.07.05	48	13584
19	15	1999.07.05	158	72500
19	16	1999.07.05	91	42095
33	17	1999.07.05	129	49275
2	18	1999.07.05	124	30784
43	19	1999.07.05	120	58520
23	20	1999.07.05	151	68193
32	21	1999.07.05	128	29132
41	22	1999.07.05	124	51268
12	23	1999.07.05	141	38324
3	24	1999.07.05	57	11899
35	25	1999.07.05	186	92840
7	26	1999.07.05	43	10444
22	27	1999.07.05	103	29737
33	28	1999.07.05	282	70954
33	29	1999.07.05	29	15162
36	30	1999.07.05	49	12656
25	31	1999.07.05	54	13018
1	32	1999.07.05	50	19450
9	33	1999.07.05	39	10465
15	34	1999.07.05	121	26352
9	35	1999.07.05	270	89690
38	36	1999.07.05	31	10910
15	37	1999.07.05	90	28980
34	1	1999.07.06	121	53293
31	2	1999.07.06	92	33184
14	3	1999.07.06	203	42706
39	4	1999.07.06	136	56316
27	5	1999.07.06	167	79491
9	6	1999.07.06	52	16276
41	7	1999.07.06	149	41079
25	8	1999.07.06	152	56468
37	9	1999.07.06	129	58405
28	10	1999.07.06	68	25548
34	11	1999.07.06	156	37260
5	12	1999.07.06	238	50052
1	13	1999.07.06	158	32100
1	14	1999.07.06	161	54918
28	15	1999.07.06	60	25120
12	16	1999.07.06	193	64525
32	17	1999.07.06	88	37384
33	18	1999.07.06	105	51155
14	19	1999.07.06	94	37066
29	20	1999.07.06	92	25164
42	21	1999.07.06	154	40448
39	22	1999.07.06	231	68059
1	23	1999.07.06	148	38444
29	24	1999.07.06	43	21136
17	25	1999.07.06	96	32932
8	26	1999.07.06	153	70174
6	27	1999.07.06	84	36924
5	28	1999.07.06	294	93810
20	29	1999.07.06	55	13600
22	30	1999.07.06	104	35116
2	31	1999.07.06	43	19534
4	32	1999.07.06	182	88406
35	33	1999.07.06	38	9478
18	34	1999.07.06	49	15600
36	35	1999.07.06	99	22189
3	36	1999.07.06	88	21052
16	37	1999.07.06	113	51846
25	1	1999.07.07	304	83276
32	2	1999.07.07	237	77936
18	3	1999.07.07	287	140643
3	4	1999.07.07	42	19028
11	5	1999.07.07	138	51370
25	6	1999.07.07	97	32310
27	7	1999.07.07	72	34328
14	8	1999.07.07	106	50708
44	9	1999.07.07	56	25760
42	10	1999.07.07	36	18152
41	11	1999.07.07	192	48356
22	12	1999.07.07	148	45304
16	13	1999.07.07	95	29195
37	14	1999.07.07	193	72331
9	15	1999.07.07	48	10992
7	16	1999.07.07	152	54748
33	17	1999.07.07	109	48052
40	18	1999.07.07	59	19911
8	19	1999.07.07	119	42769
17	20	1999.07.07	147	57160
41	21	1999.07.07	167	52905
18	22	1999.07.07	59	18200
3	23	1999.07.07	93	42134
34	24	1999.07.07	162	65486
2	25	1999.07.07	131	64335
40	26	1999.07.07	49	22823
22	27	1999.07.07	84	18108
9	28	1999.07.07	171	76669
15	29	1999.07.07	57	24313
18	30	1999.07.07	40	14320
7	31	1999.07.07	96	37888
29	32	1999.07.07	193	79658
24	33	1999.07.07	42	20610
23	34	1999.07.07	33	7633
18	35	1999.07.07	75	26375
10	36	1999.07.07	117	54522
43	37	1999.07.07	155	64175
31	1	1999.07.08	211	66577
12	2	1999.07.08	242	116550
7	3	1999.07.08	175	38650
28	4	1999.07.08	45	12205
10	5	1999.07.08	165	59370
2	6	1999.07.08	54	16848
5	7	1999.07.08	171	52184
6	8	1999.07.08	100	39900
8	9	1999.07.08	164	67464
16	10	1999.07.08	39	15164
32	11	1999.07.08	102	50682
10	12	1999.07.08	142	54292
5	13	1999.07.08	172	64080
14	14	1999.07.08	199	70555
14	15	1999.07.08	48	18476
24	16	1999.07.08	60	30380
18	17	1999.07.08	75	21925
15	18	1999.07.08	73	33482
17	19	1999.07.08	78	36090
38	20	1999.07.08	88	26748
20	21	1999.07.08	126	56714
42	22	1999.07.08	254	62914
13	23	1999.07.08	103	45293
40	24	1999.07.08	162	68592
11	25	1999.07.08	144	50272
3	26	1999.07.08	113	34261
10	27	1999.07.08	42	13080
27	28	1999.07.08	111	37153
5	29	1999.07.08	33	11757
24	30	1999.07.08	79	34496
3	31	1999.07.08	35	10805
34	32	1999.07.08	96	32044
27	33	1999.07.08	43	9143
11	34	1999.07.08	126	54746
36	35	1999.07.08	195	85445
18	36	1999.07.08	77	37552
26	37	1999.07.08	170	42850
11	1	1999.07.09	67	28837
10	2	1999.07.09	225	88975
17	3	1999.07.09	142	50668
29	4	1999.07.09	87	32498
2	5	1999.07.09	61	29709
1	6	1999.07.09	113	37447
32	7	1999.07.09	131	65369
22	8	1999.07.09	114	57644
2	9	1999.07.09	89	40594
22	10	1999.07.09	93	38421
3	11	1999.07.09	243	67496
15	12	1999.07.09	186	40732
44	13	1999.07.09	43	15144
36	14	1999.07.09	186	43050
41	15	1999.07.09	48	16100
5	16	1999.07.09	68	33708
41	17	1999.07.09	75	31300
2	18	1999.07.09	101	43419
43	19	1999.07.09	122	40772
38	20	1999.07.09	123	41336
11	21	1999.07.09	195	40900
29	22	1999.07.09	257	72132
16	23	1999.07.09	148	34844
9	24	1999.07.09	169	56156
12	25	1999.07.09	59	16815
14	26	1999.07.09	65	24065
36	27	1999.07.09	121	42608
37	28	1999.07.09	123	57019
20	29	1999.07.09	52	22764
2	30	1999.07.09	57	19855
44	31	1999.07.09	57	20851
32	32	1999.07.09	180	79380
4	33	1999.07.09	94	45268
21	34	1999.07.09	147	36956
30	35	1999.07.09	216	64652
34	36	1999.07.09	54	15510
42	37	1999.07.09	161	54113
24	1	1999.07.10	208	90316
30	2	1999.07.10	142	70164
28	3	1999.07.10	236	88664
30	4	1999.07.10	84	18604
12	5	1999.07.10	215	72865
9	6	1999.07.10	56	17616
40	7	1999.07.10	176	45700
29	8	1999.07.10	144	51788
29	9	1999.07.10	78	32434
8	10	1999.07.10	145	62760
33	11	1999.07.10	120	57040
44	12	1999.07.10	77	18201
31	13	1999.07.10	169	66965
8	14	1999.07.10	201	68634
5	15	1999.07.10	177	81658
6	16	1999.07.10	193	94054
15	17	1999.07.10	39	16086
39	18	1999.07.10	62	12748
13	19	1999.07.10	85	20775
23	20	1999.07.10	157	71536
1	21	1999.07.10	179	61739
20	22	1999.07.10	226	104156
40	23	1999.07.10	75	37525
29	24	1999.07.10	63	25837
16	25	1999.07.10	59	16768
1	26	1999.07.10	122	33586
1	27	1999.07.10	33	12941
3	28	1999.07.10	216	86668
3	29	1999.07.10	31	12883
31	30	1999.07.10	99	26441
1	31	1999.07.10	88	37008
29	32	1999.07.10	79	19833
6	33	1999.07.10	66	19090
41	34	1999.07.10	121	55308
4	35	1999.07.10	171	56933
34	36	1999.07.10	137	46443
9	37	1999.07.10	56	16664
31	1	1999.07.11	147	63075
13	2	1999.07.11	212	49512
10	3	1999.07.11	299	143322
11	4	1999.07.11	88	39484
38	5	1999.07.11	217	101371
12	6	1999.07.11	134	64822
15	7	1999.07.11	77	32523
21	8	1999.07.11	164	65204
31	9	1999.07.11	43	14015
23	10	1999.07.11	79	22878
29	11	1999.07.11	117	29546
20	12	1999.07.11	167	49465
13	13	1999.07.11	72	34048
31	14	1999.07.11	149	56183
35	15	1999.07.11	81	32076
7	16	1999.07.11	134	56274
35	17	1999.07.11	93	40946
22	18	1999.07.11	89	37834
30	19	1999.07.11	134	49476
31	20	1999.07.11	136	48592
31	21	1999.07.11	165	80525
8	22	1999.07.11	132	47240
37	23	1999.07.11	36	10504
35	24	1999.07.11	144	32624
32	25	1999.07.11	66	16038
38	26	1999.07.11	111	31380
35	27	1999.07.11	114	43964
30	28	1999.07.11	258	53790
12	29	1999.07.11	58	26030
19	30	1999.07.11	25	11500
26	31	1999.07.11	30	13950
27	32	1999.07.11	90	31390
22	33	1999.07.11	60	15460
6	34	1999.07.11	59	19575
24	35	1999.07.11	141	31210
40	36	1999.07.11	65	16290
13	37	1999.07.11	44	20352
16	1	1999.07.12	208	57476
19	2	1999.07.12	195	44200
40	3	1999.07.12	151	48257
30	4	1999.07.12	118	51748
14	5	1999.07.12	112	25980
6	6	1999.07.12	150	67400
23	7	1999.07.12	37	8218
10	8	1999.07.12	96	36036
5	9	1999.07.12	169	69407
28	10	1999.07.12	82	35922
26	11	1999.07.12	237	51966
20	12	1999.07.12	136	35008
39	13	1999.07.12	124	50952
44	14	1999.07.12	109	38878
33	15	1999.07.12	93	34952
28	16	1999.07.12	76	30108
42	17	1999.07.12	52	16584
44	18	1999.07.12	102	42930
16	19	1999.07.12	57	26491
5	20	1999.07.12	71	19163
21	21	1999.07.12	179	77054
30	22	1999.07.12	223	76712
33	23	1999.07.12	145	57415
2	24	1999.07.12	109	34890
19	25	1999.07.12	158	59860
7	26	1999.07.12	136	31688
31	27	1999.07.12	120	54980
41	28	1999.07.12	255	109840
17	29	1999.07.12	122	57906
6	30	1999.07.12	112	25804
5	31	1999.07.12	64	19248
44	32	1999.07.12	184	58020
11	33	1999.07.12	67	18856
33	34	1999.07.12	60	22960
15	35	1999.07.12	174	67324
39	36	1999.07.12	110	27720
10	37	1999.07.12	207	52150
29	1	1999.07.13	128	57864
6	2	1999.07.13	202	84628
30	3	1999.07.13	263	120902
37	4	1999.07.13	54	22192
38	5	1999.07.13	114	49506
8	6	1999.07.13	129	27229
5	7	1999.07.13	88	20956
24	8	1999.07.13	102	24352
16	9	1999.07.13	168	58724
11	10	1999.07.13	37	12019
37	11	1999.07.13	60	26380
29	12	1999.07.13	117	48366
23	13	1999.07.13	142	34402
19	14	1999.07.13	102	35566
10	15	1999.07.13	81	25148
35	16	1999.07.13	85	43620
14	17	1999.07.13	58	17024
42	18	1999.07.13	55	14010
15	19	1999.07.13	108	52532
5	20	1999.07.13	207	103751
28	21	1999.07.13	149	67403
16	22	1999.07.13	127	41848
12	23	1999.07.13	97	27666
14	24	1999.07.13	171	39946
24	25	1999.07.13	89	36711
25	26	1999.07.13	32	9280
39	27	1999.07.13	119	54445
37	28	1999.07.13	204	81172
3	29	1999.07.13	67	20731
10	30	1999.07.13	39	19649
30	31	1999.07.13	95	39635
40	32	1999.07.13	199	59609
10	33	1999.07.13	104	37168
26	34	1999.07.13	126	55888
34	35	1999.07.13	198	81776
35	36	1999.07.13	148	53636
22	37	1999.07.13	44	19012
17	1	1999.07.14	153	50825
8	2	1999.07.14	62	28084
38	3	1999.07.14	287	123275
3	4	1999.07.14	60	25000
32	5	1999.07.14	107	53823
23	6	1999.07.14	139	67269
6	7	1999.07.14	93	29130
26	8	1999.07.14	62	15350
38	9	1999.07.14	47	16004
44	10	1999.07.14	127	29464
25	11	1999.07.14	264	90360
23	12	1999.07.14	114	54340
34	13	1999.07.14	151	65173
15	14	1999.07.14	147	57895
37	15	1999.07.14	206	102434
9	16	1999.07.14	76	33828
20	17	1999.07.14	43	21557
24	18	1999.07.14	130	36580
27	19	1999.07.14	127	43991
9	20	1999.07.14	119	58115
20	21	1999.07.14	218	47334
16	22	1999.07.14	200	55400
41	23	1999.07.14	55	19610
13	24	1999.07.14	135	50960
44	25	1999.07.14	216	48152
32	26	1999.07.14	153	76411
25	27	1999.07.14	137	67856
6	28	1999.07.14	204	97800
34	29	1999.07.14	72	24512
23	30	1999.07.14	62	31804
35	31	1999.07.14	103	32412
38	32	1999.07.14	42	14384
19	33	1999.07.14	105	44635
2	34	1999.07.14	108	38092
43	35	1999.07.14	120	43180
44	36	1999.07.14	85	27690
14	37	1999.07.14	184	80020
42	1	1999.07.15	137	50105
34	2	1999.07.15	77	39099
21	3	1999.07.15	72	36448
38	4	1999.07.15	117	27612
43	5	1999.07.15	215	58990
23	6	1999.07.15	131	40531
24	7	1999.07.15	77	26448
39	8	1999.07.15	138	59064
27	9	1999.07.15	66	23470
27	10	1999.07.15	82	38866
8	11	1999.07.15	75	26850
15	12	1999.07.15	130	55890
36	13	1999.07.15	162	78174
36	14	1999.07.15	165	39715
42	15	1999.07.15	69	25854
33	16	1999.07.15	150	53700
34	17	1999.07.15	79	38662
23	18	1999.07.15	31	8747
18	19	1999.07.15	63	14419
6	20	1999.07.15	105	41765
5	21	1999.07.15	193	40879
16	22	1999.07.15	124	44020
24	23	1999.07.15	49	23679
33	24	1999.07.15	79	22130
12	25	1999.07.15	94	38930
20	26	1999.07.15	119	49576
21	27	1999.07.15	70	15290
35	28	1999.07.15	264	83896
5	29	1999.07.15	76	31792
32	30	1999.07.15	60	16080
34	31	1999.07.15	123	27922
27	32	1999.07.15	136	28308
42	33	1999.07.15	115	36150
42	34	1999.07.15	83	39397
10	35	1999.07.15	78	19120
7	36	1999.07.15	93	24101
24	37	1999.07.15	69	28610
39	1	1999.07.16	208	94484
16	2	1999.07.16	117	52327
27	3	1999.07.16	154	75474
30	4	1999.07.16	145	31950
43	5	1999.07.16	173	51754
42	6	1999.07.16	153	60482
9	7	1999.07.16	79	26960
3	8	1999.07.16	160	70680
24	9	1999.07.16	35	9945
32	10	1999.07.16	37	19352
6	11	1999.07.16	288	89680
10	12	1999.07.16	93	45568
12	13	1999.07.16	115	37240
21	14	1999.07.16	67	22210
37	15	1999.07.16	201	49546
31	16	1999.07.16	144	38496
25	17	1999.07.16	49	23844
10	18	1999.07.16	98	24234
4	19	1999.07.16	119	51104
41	20	1999.07.16	168	39504
26	21	1999.07.16	200	89700
44	22	1999.07.16	140	48800
30	23	1999.07.16	72	28560
9	24	1999.07.16	66	32244
38	25	1999.07.16	87	28318
33	26	1999.07.16	43	20381
5	27	1999.07.16	103	52282
6	28	1999.07.16	207	75292
3	29	1999.07.16	40	14060
42	30	1999.07.16	82	36432
19	31	1999.07.16	71	20367
24	32	1999.07.16	136	54976
35	33	1999.07.16	61	15589
27	34	1999.07.16	121	25084
9	35	1999.07.16	150	73750
40	36	1999.07.16	111	36053
15	37	1999.07.16	119	26890
13	1	1999.07.17	83	30767
34	2	1999.07.17	87	30798
44	3	1999.07.17	230	67800
10	4	1999.07.17	144	50268
13	5	1999.07.17	66	20268
32	6	1999.07.17	83	42502
27	7	1999.07.17	36	14692
6	8	1999.07.17	122	33520
30	9	1999.07.17	122	44966
34	10	1999.07.17	88	27440
33	11	1999.07.17	177	56409
6	12	1999.07.17	114	54838
4	13	1999.07.17	106	37818
38	14	1999.07.17	94	37148
25	15	1999.07.17	223	74052
40	16	1999.07.17	146	46222
32	17	1999.07.17	96	32572
44	18	1999.07.17	40	13500
2	19	1999.07.17	63	17109
32	20	1999.07.17	191	93562
33	21	1999.07.17	78	26806
40	22	1999.07.17	72	18108
1	23	1999.07.17	49	22021
43	24	1999.07.17	108	25160
33	25	1999.07.17	66	15552
17	26	1999.07.17	88	26392
31	27	1999.07.17	114	42410
43	28	1999.07.17	267	123553
26	29	1999.07.17	98	27072
17	30	1999.07.17	46	16626
41	31	1999.07.17	74	24862
25	32	1999.07.17	203	84524
17	33	1999.07.17	25	8950
18	34	1999.07.17	144	70056
34	35	1999.07.17	216	82696
19	36	1999.07.17	113	54775
42	37	1999.07.17	191	91707
19	1	1999.07.18	224	96376
25	2	1999.07.18	135	65430
44	3	1999.07.18	242	76746
24	4	1999.07.18	78	26772
41	5	1999.07.18	50	23950
22	6	1999.07.18	105	27655
19	7	1999.07.18	72	19656
7	8	1999.07.18	152	54240
32	9	1999.07.18	94	46830
1	10	1999.07.18	93	35061
44	11	1999.07.18	228	109244
26	12	1999.07.18	158	71178
13	13	1999.07.18	82	33280
42	14	1999.07.18	182	52870
1	15	1999.07.18	122	50264
17	16	1999.07.18	120	56260
13	17	1999.07.18	31	13510
12	18	1999.07.18	94	25482
21	19	1999.07.18	94	46390
15	20	1999.07.18	178	38514
26	21	1999.07.18	96	46208
4	22	1999.07.18	221	62475
18	23	1999.07.18	142	39182
17	24	1999.07.18	149	69591
30	25	1999.07.18	195	93515
24	26	1999.07.18	117	41133
7	27	1999.07.18	53	15829
38	28	1999.07.18	285	78875
13	29	1999.07.18	79	32236
17	30	1999.07.18	105	29925
23	31	1999.07.18	121	59411
28	32	1999.07.18	44	22088
7	33	1999.07.18	58	19512
27	34	1999.07.18	100	48200
26	35	1999.07.18	75	35750
24	36	1999.07.18	139	42495
1	37	1999.07.18	105	43375
21	1	1999.07.19	294	65092
28	2	1999.07.19	185	81705
1	3	1999.07.19	99	47628
38	4	1999.07.19	46	10190
25	5	1999.07.19	99	22585
44	6	1999.07.19	144	71748
5	7	1999.07.19	160	61700
14	8	1999.07.19	142	54234
29	9	1999.07.19	56	17928
4	10	1999.07.19	111	55123
39	11	1999.07.19	225	54200
43	12	1999.07.19	235	116245
27	13	1999.07.19	162	80976
36	14	1999.07.19	147	57442
39	15	1999.07.19	151	37195
18	16	1999.07.19	132	41232
21	17	1999.07.19	87	33930
18	18	1999.07.19	58	14020
25	19	1999.07.19	143	38810
16	20	1999.07.19	98	42446
25	21	1999.07.19	181	37024
43	22	1999.07.19	200	46800
18	23	1999.07.19	48	12152
15	24	1999.07.19	82	37410
19	25	1999.07.19	172	83372
25	26	1999.07.19	114	52188
4	27	1999.07.19	43	11379
41	28	1999.07.19	279	135794
11	29	1999.07.19	109	39078
28	30	1999.07.19	69	20168
22	31	1999.07.19	119	47991
